age,gender,city,employment,income_aed,wellness_goal,nutri_knowledge,activity_level,lunch_source,online_orders_per_week,pain_points,frustration_level,order_channel,delivery_reliability_importance,transparency_need,flexibility_need,edu_content_need,past_subscription,trial_intent,max_daily_budget_aed,pricing_pref,convince_factors,open_comment
23,Female,Dubai,Full-time,24950,General health,3,Low,Meal box/subscription,8,"Limited options nearby, Cost, Taste",2,Mobile app,3,3,4,5,No,3,43,Annual membership,"App experience, Price, Proven health results",
35,Male,Abu Dhabi,Full-time,22046,No specific goal,3,Moderate,Cook at home,5,"Limited options nearby, Cost",1,Mobile app,5,5,3,4,Yes,5,46,Monthly plan with discount,"Proven health results, Sustainability creds, Taste variety",
24,Female,Dubai,Full-time,20753,No specific goal,2,Low,Restaurant/take-away,4,"Taste, Cost, Confusing nutrition info",4,Mobile app,3,3,5,5,No,4,42,Monthly plan with discount,"Proven health results, Price, Taste variety",
44,Male,Abu Dhabi,Full-time,22503,Muscle gain,2,High,Cook at home,3,"Cooking skills, Taste, Lack of time",2,Mobile app,5,5,4,4,No,4,43,Weekly plan,"Taste variety, Proven health results, Chef reputation",
25,Female,Dubai,Unemployed,13835,General health,1,Athlete,Cook at home,3,Confusing nutrition info,2,Website,4,4,4,5,No,2,22,Pay-as-you-go,"Sustainability creds, App experience, Proven health results",
29,Female,Dubai,Full-time,10974,General health,5,Low,Cook at home,1,"Taste, Lack of time",1,Phone/WhatsApp,4,3,3,2,No,4,29,Monthly plan with discount,"Taste variety, Price, App experience",
38,Male,Dubai,Full-time,9187,General health,2,Moderate,Restaurant/take-away,1,Taste,1,Mobile app,5,3,4,3,No,2,18,Monthly plan with discount,"Sustainability creds, Proven health results, App experience",
22,Female,Dubai,Student,8700,Weight loss,2,Low,Cook at home,3,Confusing nutrition info,1,Website,3,4,5,3,No,4,29,Pay-as-you-go,"Sustainability creds, Taste variety, Chef reputation",
33,Male,Dubai,Unemployed,27498,Weight loss,3,Moderate,Cook at home,4,"Cost, Cooking skills",2,Website,3,5,4,3,No,5,53,Weekly plan,"Price, Taste variety, Proven health results",
42,Female,Abu Dhabi,Full-time,11722,Muscle gain,2,Moderate,Restaurant/take-away,2,"Confusing nutrition info, Cooking skills, Lack of time",2,Mobile app,4,4,5,4,No,2,20,Annual membership,"Price, Taste variety, App experience",
19,Male,Sharjah,Self-employed,25418,Weight loss,3,Low,Cook at home,2,Lack of time,1,Phone/WhatsApp,4,2,5,5,Yes,3,43,Pay-as-you-go,"App experience, Sustainability creds, Price",
33,Male,Sharjah,Full-time,13661,Weight loss,1,Low,Cook at home,4,"Cost, Limited options nearby, Lack of time",3,Phone/WhatsApp,5,3,4,3,Yes,4,31,Weekly plan,"Taste variety, Price, App experience",
34,Male,Abu Dhabi,Full-time,10696,General health,2,Moderate,Cook at home,2,"Limited options nearby, Confusing nutrition info",2,Mobile app,4,3,4,5,No,2,21,Weekly plan,"Sustainability creds, Proven health results, Chef reputation",
38,Female,Dubai,Full-time,8678,Weight loss,4,Moderate,Office canteen,3,Cooking skills,2,Website,3,5,3,4,No,4,28,Monthly plan with discount,"Chef reputation, Price, Proven health results",
22,Female,Dubai,Part-time,11178,General health,3,Low,Office canteen,2,Lack of time,1,Website,4,4,3,4,No,5,37,Monthly plan with discount,"Sustainability creds, Price, App experience",
21,Female,Dubai,Part-time,30483,General health,4,Moderate,Cook at home,1,"Taste, Lack of time",3,Mobile app,4,2,3,4,No,5,60,Monthly plan with discount,"Chef reputation, Price, Proven health results",
36,Female,Dubai,Full-time,8722,No specific goal,3,Moderate,Skip,4,"Cost, Confusing nutrition info",2,Mobile app,3,3,5,3,No,3,24,Weekly plan,"Taste variety, App experience, Chef reputation",
34,Male,Dubai,Full-time,43225,Muscle gain,2,High,Restaurant/take-away,3,"Lack of time, Taste, Cooking skills",2,Phone/WhatsApp,4,2,5,3,No,4,62,Pay-as-you-go,"Price, Sustainability creds, Taste variety",
34,Male,Dubai,Part-time,9852,Weight loss,4,Low,Cook at home,2,"Confusing nutrition info, Cost, Limited options nearby",4,Website,5,5,3,4,No,5,33,Weekly plan,"Taste variety, App experience, Sustainability creds",
34,Male,Dubai,Full-time,21824,General health,2,High,Cook at home,4,Cost,1,Mobile app,4,5,4,5,No,1,29,Monthly plan with discount,"Proven health results, Price, Chef reputation",
26,Male,Dubai,Full-time,13949,Medical diet,3,Moderate,Office canteen,2,"Lack of time, Cost",3,Mobile app,4,3,3,4,No,2,23,Monthly plan with discount,"App experience, Taste variety, Proven health results",
33,Male,Sharjah,Part-time,12778,No specific goal,3,Low,Restaurant/take-away,3,"Taste, Cooking skills, Cost",4,Phone/WhatsApp,4,4,5,3,No,4,30,Annual membership,"Taste variety, Chef reputation, Proven health results",
34,Male,Abu Dhabi,Self-employed,7943,Muscle gain,3,Moderate,Cook at home,0,"Cost, Lack of time",1,Mobile app,3,5,4,1,No,5,33,Weekly plan,"Chef reputation, Sustainability creds, App experience",
26,Female,Dubai,Self-employed,14279,Weight loss,3,Moderate,Cook at home,4,"Lack of time, Cooking skills",1,Website,3,3,4,5,Yes,2,23,Monthly plan with discount,"Price, Taste variety, Proven health results",
46,Male,Sharjah,Student,8405,No specific goal,4,High,Meal box/subscription,4,Cost,2,Mobile app,5,3,4,4,No,4,26,Monthly plan with discount,"Taste variety, Price, Chef reputation",
35,Male,Other,Full-time,6470,Weight loss,5,Low,Cook at home,3,"Taste, Confusing nutrition info",1,Mobile app,5,3,5,5,Yes,3,22,Pay-as-you-go,"Chef reputation, Proven health results, Price",
22,Male,Dubai,Self-employed,15924,General health,3,Moderate,Office canteen,0,Cost,1,Mobile app,3,2,4,4,Yes,5,40,Weekly plan,"Sustainability creds, Chef reputation, App experience",
37,Female,Dubai,Part-time,10917,Muscle gain,3,Moderate,Meal box/subscription,0,Confusing nutrition info,2,Mobile app,4,2,3,4,No,1,14,Monthly plan with discount,"Sustainability creds, App experience, Chef reputation",
24,Female,Dubai,Full-time,34821,Weight loss,2,High,Restaurant/take-away,3,Cooking skills,1,Mobile app,5,5,3,4,No,4,57,Annual membership,"Taste variety, Proven health results, Price",
38,Male,Other,Full-time,24731,Weight loss,2,Moderate,Office canteen,2,"Taste, Lack of time",1,Mobile app,3,4,4,3,Yes,5,53,Weekly plan,"Proven health results, Taste variety, Chef reputation",
41,Male,Sharjah,Full-time,35049,Weight loss,3,Athlete,Restaurant/take-away,3,"Taste, Limited options nearby",2,Website,3,3,5,4,No,5,53,Annual membership,"App experience, Sustainability creds, Chef reputation",
25,Male,Dubai,Full-time,10671,General health,3,High,Cook at home,2,"Confusing nutrition info, Limited options nearby",1,Mobile app,5,3,4,4,No,4,31,Monthly plan with discount,"Price, Sustainability creds, Proven health results",
39,Female,Dubai,Part-time,16056,No specific goal,5,Low,Restaurant/take-away,6,"Lack of time, Confusing nutrition info",2,Website,5,4,3,4,No,4,37,Pay-as-you-go,"Sustainability creds, App experience, Chef reputation",
35,Non-binary,Abu Dhabi,Student,4045,Weight loss,3,High,Office canteen,4,"Cost, Limited options nearby",3,Mobile app,3,3,5,5,Yes,4,23,Pay-as-you-go,"Taste variety, Proven health results, Sustainability creds",
38,Female,Dubai,Full-time,13028,Medical diet,3,Athlete,Meal box/subscription,3,"Lack of time, Confusing nutrition info",2,Mobile app,4,3,3,3,No,5,37,Pay-as-you-go,"Proven health results, Sustainability creds, Chef reputation",
47,Female,Dubai,Full-time,15757,Weight loss,3,Low,Skip,4,"Cooking skills, Taste, Limited options nearby",4,Mobile app,3,3,3,4,No,5,38,Weekly plan,"Chef reputation, Proven health results, Sustainability creds",
30,Female,Sharjah,Unemployed,16201,General health,4,Moderate,Meal box/subscription,6,"Limited options nearby, Confusing nutrition info",1,Mobile app,4,4,5,2,No,1,22,Pay-as-you-go,"Price, Taste variety, Sustainability creds",
65,Male,Abu Dhabi,Full-time,67490,Weight loss,4,Moderate,Meal box/subscription,15,Cooking skills,1,Phone/WhatsApp,5,3,5,2,No,2,86,Weekly plan,"Proven health results, Taste variety, App experience",
24,Male,Sharjah,Full-time,15507,No specific goal,3,Low,Office canteen,0,"Cost, Taste, Lack of time",3,Website,4,2,4,4,No,3,28,Annual membership,"Price, Chef reputation, Proven health results",
25,Female,Sharjah,Full-time,3862,General health,3,Low,Office canteen,0,"Cooking skills, Lack of time, Cost",4,Mobile app,4,4,5,2,No,5,29,Monthly plan with discount,"App experience, Taste variety, Proven health results",
31,Male,Abu Dhabi,Full-time,17050,General health,4,Low,Office canteen,7,"Cooking skills, Lack of time",1,Website,4,2,5,4,Yes,3,33,Monthly plan with discount,"Taste variety, Chef reputation, Proven health results",
34,Female,Dubai,Full-time,19101,Medical diet,1,Low,Restaurant/take-away,5,"Taste, Limited options nearby, Confusing nutrition info",3,Mobile app,3,5,3,3,No,3,32,Pay-as-you-go,"Proven health results, App experience, Sustainability creds",
34,Male,Abu Dhabi,Full-time,29284,General health,4,Moderate,Meal box/subscription,2,"Lack of time, Taste, Limited options nearby",3,Mobile app,3,4,5,3,No,5,56,Monthly plan with discount,"Price, Chef reputation, Sustainability creds",
38,Male,Dubai,Full-time,18036,No specific goal,3,Low,Cook at home,6,"Cooking skills, Taste, Confusing nutrition info",3,Mobile app,5,3,4,2,No,2,24,Weekly plan,"Taste variety, Chef reputation, Proven health results",
32,Male,Abu Dhabi,Full-time,14050,General health,3,High,Meal box/subscription,6,"Taste, Limited options nearby, Cost",2,Website,4,3,5,3,No,3,31,Monthly plan with discount,"Proven health results, Taste variety, Sustainability creds",
43,Female,Dubai,Full-time,26063,No specific goal,3,Moderate,Meal box/subscription,2,Cooking skills,2,Mobile app,3,4,5,5,No,4,46,Pay-as-you-go,"Taste variety, App experience, Chef reputation",
29,Non-binary,Abu Dhabi,Full-time,4615,Muscle gain,4,Low,Skip,4,"Cooking skills, Cost, Taste",2,Phone/WhatsApp,4,3,4,4,No,4,24,Weekly plan,"Price, App experience, Chef reputation",
53,Male,Dubai,Part-time,11595,Weight loss,1,Moderate,Meal box/subscription,2,"Limited options nearby, Lack of time",1,Mobile app,5,5,4,5,Yes,4,32,Monthly plan with discount,"Taste variety, App experience, Price",
37,Female,Dubai,Self-employed,10228,Muscle gain,4,Moderate,Cook at home,1,"Taste, Cost",3,Mobile app,4,4,3,1,No,5,35,Monthly plan with discount,"Sustainability creds, Proven health results, Price",
75,Male,Dubai,Full-time,92312,Weight loss,3,High,Cook at home,23,"Limited options nearby, Confusing nutrition info",2,In-person kiosk,4,4,3,4,No,3,120,Monthly plan with discount,"Sustainability creds, App experience, Proven health results",
23,Female,Dubai,Full-time,4996,General health,3,Low,Cook at home,7,"Taste, Cooking skills, Limited options nearby",2,Mobile app,4,5,4,4,No,1,10,Pay-as-you-go,"Price, Chef reputation, Proven health results",
35,Male,Abu Dhabi,Part-time,29016,Muscle gain,2,Low,Cook at home,0,"Confusing nutrition info, Cost",2,Website,3,4,5,3,No,3,48,Weekly plan,"App experience, Chef reputation, Price",
30,Female,Abu Dhabi,Full-time,13238,General health,3,High,Restaurant/take-away,2,"Cooking skills, Cost, Lack of time",3,Website,5,4,4,4,Yes,4,33,Monthly plan with discount,"Taste variety, Sustainability creds, App experience",
37,Male,Dubai,Full-time,17592,Weight loss,3,High,Meal box/subscription,0,"Limited options nearby, Confusing nutrition info",3,Phone/WhatsApp,4,4,4,4,No,4,35,Monthly plan with discount,"App experience, Proven health results, Price",
35,Male,Dubai,Part-time,16770,Weight loss,3,Moderate,Meal box/subscription,4,"Lack of time, Cost",3,Mobile app,5,5,5,3,No,5,44,Weekly plan,"App experience, Sustainability creds, Chef reputation",
31,Female,Dubai,Student,28199,Muscle gain,4,High,Restaurant/take-away,5,"Taste, Cost, Limited options nearby",4,Mobile app,5,4,5,4,Yes,5,55,Pay-as-you-go,"Sustainability creds, Price, Chef reputation",
25,Female,Dubai,Self-employed,5912,No specific goal,3,Low,Cook at home,2,Lack of time,1,Website,5,4,5,3,Yes,3,21,Monthly plan with discount,"Sustainability creds, Proven health results, Taste variety",
19,Female,Dubai,Full-time,15866,Muscle gain,5,Moderate,Cook at home,1,Cost,1,Mobile app,3,3,3,3,No,4,38,Annual membership,"Price, Proven health results, Taste variety",
28,Male,Sharjah,Self-employed,26606,Muscle gain,3,Low,Cook at home,3,"Limited options nearby, Lack of time",1,Mobile app,3,4,5,3,No,4,42,Monthly plan with discount,"Taste variety, App experience, Sustainability creds",
38,Female,Dubai,Full-time,14282,General health,4,Low,Office canteen,2,"Cooking skills, Limited options nearby",2,Mobile app,4,3,5,5,No,3,28,Monthly plan with discount,"Proven health results, Taste variety, Chef reputation",
33,Male,Dubai,Part-time,9322,General health,2,High,Office canteen,3,Confusing nutrition info,2,Mobile app,3,4,3,3,No,2,18,Monthly plan with discount,"Sustainability creds, Price, Taste variety",
22,Female,Dubai,Full-time,11090,Weight loss,3,Low,Cook at home,3,"Cooking skills, Confusing nutrition info, Limited options nearby",4,Mobile app,5,3,4,3,No,4,31,Pay-as-you-go,"Price, App experience, Sustainability creds",
33,Female,Dubai,Full-time,12324,Muscle gain,3,Moderate,Office canteen,5,Cost,2,Mobile app,5,2,5,4,No,2,23,Pay-as-you-go,"Proven health results, Chef reputation, Sustainability creds",
35,Male,Dubai,Self-employed,10459,Weight loss,3,High,Cook at home,4,"Confusing nutrition info, Lack of time, Limited options nearby",4,Mobile app,4,5,4,4,No,5,37,Monthly plan with discount,"Price, Taste variety, Sustainability creds",
24,Female,Abu Dhabi,Full-time,13896,No specific goal,4,Low,Restaurant/take-away,2,"Cost, Confusing nutrition info",2,Mobile app,4,3,4,4,Yes,3,28,Monthly plan with discount,"Price, Proven health results, App experience",
33,Male,Dubai,Full-time,31886,Weight loss,1,Athlete,Office canteen,7,"Limited options nearby, Cooking skills, Lack of time",4,Mobile app,3,3,3,1,No,4,55,Monthly plan with discount,"Proven health results, App experience, Taste variety",
67,Male,Dubai,Student,61777,Muscle gain,1,Athlete,Office canteen,21,"Cost, Lack of time, Cooking skills",2,Website,4,3,4,4,Yes,2,82,Monthly plan with discount,"Taste variety, Proven health results, Price",
22,Male,Dubai,Full-time,11754,Weight loss,4,Moderate,Office canteen,3,Cooking skills,1,Website,5,3,4,3,No,1,17,Annual membership,"Price, App experience, Taste variety",
34,Male,Dubai,Full-time,18876,Weight loss,2,Low,Skip,0,"Limited options nearby, Confusing nutrition info, Taste",4,Mobile app,4,4,3,4,No,3,31,Monthly plan with discount,"Price, Proven health results, Chef reputation",
36,Male,Dubai,Full-time,13744,General health,4,Low,Cook at home,6,"Limited options nearby, Confusing nutrition info",1,Mobile app,3,2,4,4,No,3,29,Weekly plan,"Chef reputation, Proven health results, Sustainability creds",
40,Female,Other,Self-employed,7717,Weight loss,3,Moderate,Office canteen,3,"Limited options nearby, Cooking skills",3,Mobile app,4,2,3,4,Yes,5,34,Weekly plan,"Taste variety, Proven health results, Price",
40,Female,Abu Dhabi,Self-employed,14548,Weight loss,4,Low,Restaurant/take-away,0,Confusing nutrition info,1,Mobile app,5,3,5,5,No,1,22,Monthly plan with discount,"Price, Sustainability creds, Taste variety",
20,Female,Abu Dhabi,Full-time,14276,Muscle gain,2,Low,Restaurant/take-away,6,"Cooking skills, Taste",2,Website,4,3,5,4,Yes,5,40,Monthly plan with discount,"Chef reputation, App experience, Taste variety",
24,Male,Dubai,Part-time,24431,Weight loss,2,Athlete,Meal box/subscription,3,Confusing nutrition info,1,Website,5,3,4,4,No,3,43,Pay-as-you-go,"Sustainability creds, Chef reputation, Proven health results",
36,Female,Dubai,Full-time,9225,Weight loss,3,Low,Office canteen,6,"Limited options nearby, Cooking skills",2,Phone/WhatsApp,5,4,4,3,No,3,23,Annual membership,"Chef reputation, App experience, Price",
36,Male,Dubai,Self-employed,24513,General health,5,Moderate,Office canteen,1,"Cost, Taste, Cooking skills",2,Mobile app,4,3,4,2,No,1,27,Annual membership,"Proven health results, Price, Sustainability creds",
36,Prefer not to say,Abu Dhabi,Full-time,14283,General health,3,Low,Cook at home,5,Confusing nutrition info,2,Mobile app,3,2,3,5,Yes,5,41,Monthly plan with discount,"Chef reputation, Price, Proven health results",
60,Male,Abu Dhabi,Full-time,8619,No specific goal,3,Moderate,Restaurant/take-away,4,"Cost, Taste",2,Mobile app,4,5,5,3,No,4,27,Weekly plan,"Sustainability creds, Chef reputation, Proven health results",
36,Male,Dubai,Student,7796,Medical diet,3,High,Cook at home,4,"Taste, Limited options nearby",3,Mobile app,4,5,3,4,No,5,31,Pay-as-you-go,"Chef reputation, Taste variety, App experience",
41,Female,Dubai,Full-time,39458,General health,5,Low,Cook at home,4,Cost,2,Mobile app,5,3,3,4,No,4,58,Pay-as-you-go,"Proven health results, Price, Sustainability creds",
39,Male,Dubai,Full-time,13847,Weight loss,4,Low,Office canteen,1,Cost,1,Mobile app,4,3,4,2,No,1,19,Pay-as-you-go,"Chef reputation, Price, Taste variety",
37,Male,Sharjah,Full-time,23957,General health,5,Moderate,Office canteen,1,"Confusing nutrition info, Cost",3,Mobile app,3,4,4,5,No,3,39,Monthly plan with discount,"Proven health results, Sustainability creds, Taste variety",
29,Female,Abu Dhabi,Unemployed,6385,Medical diet,1,Moderate,Cook at home,9,"Cost, Lack of time, Cooking skills",2,Mobile app,4,4,4,4,No,4,25,Pay-as-you-go,"Sustainability creds, Chef reputation, Proven health results",
38,Female,Dubai,Full-time,56086,General health,2,Moderate,Restaurant/take-away,6,"Taste, Limited options nearby",1,Mobile app,3,5,3,4,No,3,80,Monthly plan with discount,"Chef reputation, Sustainability creds, App experience",
25,Male,Dubai,Full-time,23445,Muscle gain,3,Low,Restaurant/take-away,4,"Cooking skills, Lack of time",1,Mobile app,4,3,5,1,No,2,37,Weekly plan,"Sustainability creds, Proven health results, Price",
30,Male,Abu Dhabi,Full-time,13201,Weight loss,4,Low,Cook at home,2,Cooking skills,1,In-person kiosk,4,4,4,4,Yes,3,27,Pay-as-you-go,"Sustainability creds, Chef reputation, Taste variety",
